Date,T
2010-08-07,10.325
2010-08-08,9.504
2010-08-09,8.886
2010-08-10,8.41
2010-08-11,8.12
2010-08-12,10.097
2010-08-13,10.572
2010-08-14,11.96
2010-08-15,16.757
2010-08-16,19.271
2010-08-17,19.389
2010-08-18,16.938
2010-08-19,11.53
2010-08-20,12.166
2010-08-21,13.536
2010-08-22,15.144
2010-08-23,15.77
2010-08-24,10.587
2010-08-25,15.362
2010-08-26,17.63
2010-08-27,10.855
2010-08-28,9.45
2010-08-29,8.723
2010-08-30,6.385
2010-08-31,5.282
2010-09-01,3.7
2010-09-02,5.864
2010-09-03,6.665
2010-09-04,4.545
2010-09-05,2.019
2010-09-06,3.019
2010-09-07,4.921
2010-09-08,6.424
2010-09-09,7.215
2010-09-10,4.457
2010-09-11,1.671
2010-09-12,3.372
2010-09-13,8.509
2010-09-14,10.637
2010-09-15,10.056
2010-09-16,9.21
2010-09-17,8.071
2010-09-18,8.653
2010-09-19,7.728
2010-09-20,4.116
2010-09-21,1.421
2010-09-22,0.124
2010-09-23,1.716
2010-09-24,1.424
2010-09-25,0.501
2010-09-26,0.518
2010-09-27,3.143
2010-09-28,0.939
2010-09-29,-1.788
2010-09-30,0.265
2010-10-01,4.475
2010-10-02,1.382
2010-10-03,-1.027
2010-10-04,2.255
2010-10-05,-0.754
2010-10-06,-4.156
2010-10-07,1.093
2010-10-08,0.334
2010-10-09,-1.205
2010-10-10,1.13
2010-10-11,0.159
2010-10-12,-0.532
2010-10-13,1.112
2010-10-14,-0.329
2010-10-15,1.095
2010-10-16,-0.403
2010-10-17,-1.466
2010-10-18,0.528
2010-10-19,0.764
2010-10-20,-1.047
2010-10-21,-2.866
2010-10-22,-1.529
2010-10-23,-1.272
2010-10-24,-1.276
2010-10-25,-2.826
2010-10-26,-3.564
2010-10-27,-5.568
2010-10-28,-2.532
2010-10-29,-1.712
2010-10-30,-4.303
2010-10-31,-5.411
2010-11-01,-6.178
2010-11-02,-4.483
2010-11-03,-4.541
2010-11-04,-1.505
2010-11-05,-2.06
2010-11-06,-5.784
2010-11-07,-8.711
2010-11-08,-3.517
2010-11-09,-4.428
2010-11-10,-6.898
2010-11-11,-6.426
2010-11-12,-3.077
2010-11-13,-2.852
2010-11-14,-7.782
2010-11-15,-8.71
2010-11-16,-2.743
2010-11-17,-7.489
2010-11-18,-6.616
2010-11-19,-3.125
2010-11-20,-9.026
2010-11-21,-10.109
2010-11-22,-10.563
2010-11-23,-12.485
2010-11-24,-1.571
2010-11-25,-0.509
2010-11-26,-0.933
2010-11-27,-2.118
2010-11-28,-8.849
2010-11-29,-5.701
2010-11-30,-6.417
2010-12-01,-6.173
2010-12-02,-0.277
2010-12-03,0.576
2010-12-04,-1.025
2010-12-05,-0.495
2010-12-06,-3.182
2010-12-07,-1.497
2010-12-08,-2.749
2010-12-09,-7.45
2010-12-10,-18.136
2010-12-11,-19.508
2010-12-12,-18.462
2010-12-13,-20.535
2010-12-14,-10.164
2010-12-15,-5.28
2010-12-16,-2.693
2010-12-17,-0.684
2010-12-18,0.077
2010-12-19,-1.446
2010-12-20,-2.996
2010-12-21,-7.846
2010-12-22,-7.391
2010-12-23,-9.66
2010-12-24,-12.764
2010-12-25,-14.546
2010-12-26,-14.824
2010-12-27,-17.041
2010-12-28,-17.647
2010-12-29,-18.711
2010-12-30,-12.741
2010-12-31,-8.937
2011-01-01,-14.316
2011-01-02,-10.818
2011-01-03,-3.341
2011-01-04,-2.725
2011-01-05,-1.409
2011-01-06,-1.756
2011-01-07,-2.236
2011-01-08,-2.44
2011-01-09,-4.838
2011-01-10,-6.404
2011-01-11,-7.176
2011-01-12,-10.232
2011-01-13,-13.613
2011-01-14,-15.536
2011-01-15,-15.931
2011-01-16,-18.634
2011-01-17,-19.338
2011-01-18,-24.651
2011-01-19,-24.565
2011-01-20,-27.039
2011-01-21,-23.51
2011-01-22,-17.967
2011-01-23,-10.756
2011-01-24,-16.502
2011-01-25,-17.414
2011-01-26,-26.499
2011-01-27,-30.285
2011-01-28,-30.582
2011-01-29,-31.312
2011-01-30,-33.129
2011-01-31,-36.541
2011-02-01,-39.2
2011-02-02,-35.147
2011-02-03,-34.747
2011-02-04,-32.201
2011-02-05,-24.56
2011-02-06,-27.29
2011-02-07,-29.304
2011-02-08,-30.293
2011-02-09,-29.825
2011-02-10,-32.457
2011-02-11,-35.36
2011-02-12,-31.649
2011-02-13,-30.433
2011-02-14,-31.831
2011-02-15,-30.196
2011-02-16,-27.329
2011-02-17,-19.208
2011-02-18,-23.798
2011-02-19,-15.2
2011-02-20,-14.045
2011-02-21,-18.231
2011-02-22,-21.423
2011-02-23,-22.13
2011-02-24,-17.479
2011-02-25,-18.462
2011-02-26,-26.785
2011-02-27,-29.472
2011-02-28,-23.518
2011-03-01,-20.261
2011-03-02,-26.221
2011-03-03,-28.483
2011-03-04,-29.44
2011-03-05,-23.79
2011-03-06,-28.897
2011-03-07,-30.147
2011-03-08,-28.31
2011-03-09,-24.35
2011-03-10,-18.058
2011-03-11,-13.869
2011-03-12,-14.957
2011-03-13,-22.264
2011-03-14,-26.693
2011-03-15,-21.793
2011-03-16,-20.264
2011-03-17,-17.552
2011-03-18,-19.444
2011-03-19,-21.9
2011-03-20,-20.177
2011-03-21,-17.18
2011-03-22,-18.309
2011-03-23,-20.02
2011-03-24,-17.917
2011-03-25,-16.121
2011-03-26,-10.963
2011-03-27,-3.928
2011-03-28,-6.652
2011-03-29,-7.964
2011-03-30,-10.149
2011-03-31,-14.19
2011-04-01,-13.9
2011-04-02,-13.487
2011-04-03,-14.263
2011-04-04,-15.336
2011-04-05,-13.377
2011-04-06,-9.631
2011-04-07,-14.145
2011-04-08,-18.434
2011-04-09,-15.382
2011-04-10,-6.131
2011-04-11,-9.627
2011-04-12,-14.299
2011-04-13,-15.997
2011-04-14,-22.021
2011-04-15,-24.457
2011-04-16,-20.736
2011-04-17,-21.257
2011-04-18,-12.809
2011-04-19,-8.854
2011-04-20,-12.584
2011-04-21,-16.535
2011-04-22,-11.119
2011-04-23,-16.887
2011-04-24,-13.271
2011-04-25,-13.989
2011-04-26,-18.42
2011-04-27,-18.647
2011-04-28,-15.962
2011-04-29,-10.881
2011-04-30,-6.825
2011-05-01,-5.835
2011-05-02,-3.862
2011-05-03,-1.998
2011-05-04,-8.961
2011-05-05,-9.828
2011-05-06,-6.157
2011-05-07,-4.139
2011-05-08,-0.899
2011-05-09,-5.268
2011-05-10,-6.207
2011-05-11,-0.908
2011-05-12,-3.428
2011-05-13,-8.52
2011-05-14,-5.047
2011-05-15,-4.174
2011-05-16,-6.17
2011-05-17,-5.739
2011-05-18,-8.067
2011-05-19,-7.166
2011-05-20,-6.972
2011-05-21,-7.463
2011-05-22,-6.16
2011-05-23,-5.273
2011-05-24,-5.307
2011-05-25,-2.883
2011-05-26,-2.886
2011-05-27,-3.144
2011-05-28,-0.469
2011-05-29,-2.052
2011-05-30,-3.099
2011-05-31,-3.339
2011-06-01,-4.084
2011-06-02,-1.595
2011-06-03,-0.991
2011-06-04,-0.458
2011-06-05,1.106
2011-06-06,4.008
2011-06-07,0.883
2011-06-08,5.402
2011-06-09,2.01
2011-06-10,-0.113
2011-06-11,1.109
2011-06-12,-0.924
2011-06-13,1.596
2011-06-14,0.462
2011-06-15,-1.368
2011-06-16,0.042
2011-06-17,3.205
2011-06-18,6.43
2011-06-19,5.977
2011-06-20,2.347
2011-06-21,6.532
2011-06-22,9.189
2011-06-23,8.654
2011-06-24,9.535
2011-06-25,12.963
2011-06-26,4.427
2011-06-27,4.051
2011-06-28,7.295
2011-06-29,9.649
2011-06-30,9.014
2011-07-01,5.333
2011-07-02,6.154
2011-07-03,4.792
2011-07-04,2.948
2011-07-05,3.515
2011-07-06,4.695
2011-07-07,8.262
2011-07-08,10.99
2011-07-09,10.241
2011-07-10,9.223
2011-07-11,7.736
2011-07-12,8.872
2011-07-13,7.707
2011-07-14,11.36
2011-07-15,13.304
2011-07-16,11.779
2011-07-17,18.073
2011-07-18,11.837
2011-07-19,8.168
2011-07-20,6.792
2011-07-21,4.543
2011-07-22,5.106
2011-07-23,7.678
2011-07-24,8.741
2011-07-25,9.819
2011-07-26,11.26
2011-07-27,11.84
2011-07-28,13.059
2011-07-29,16.485
2011-07-30,13.508
2011-07-31,9.522
2011-08-01,9.508
2011-08-02,9.731
2011-08-03,13.162
2011-08-04,16.17
2011-08-05,16.018
2011-08-06,16.202
2011-08-07,13.416
2011-08-08,12.199
2011-08-09,5.825
2011-08-10,8.383
2011-08-11,10.641
2011-08-12,9.11
2011-08-13,8.224
2011-08-14,8.909
2011-08-15,9.054
2011-08-16,6.485
2011-08-17,5.448
2011-08-18,2.796
2011-08-19,3.815
2011-08-20,5.675
2011-08-21,8.224
2011-08-22,7.797
2011-08-23,8.678
2011-08-24,9.352
2011-08-25,11.569
2011-08-26,10.304
2011-08-27,12.079
2011-08-28,8.178
2011-08-29,6.837
2011-08-30,7.314
2011-08-31,6.778
2011-09-01,7.285
2011-09-02,8.854
2011-09-03,9.145
2011-09-04,2.24
2011-09-05,2.071
2011-09-06,2.47
2011-09-07,9.345
2011-09-08,4.817
2011-09-09,2.898
2011-09-10,0.413
2011-09-11,-1.334
2011-09-12,1.293
2011-09-13,-0.011
2011-09-14,-0.11
2011-09-15,1.463
2011-09-16,1.188
2011-09-17,0.571
2011-09-18,1.378
2011-09-19,8.637
2011-09-20,6.201
2011-09-21,0.737
2011-09-22,-0.665
2011-09-23,-1.045
2011-09-24,4.806
2011-09-25,4.303
2011-09-26,1.497
2011-09-27,0.486
2011-09-28,3.66
2011-09-29,5.013
2011-09-30,-0.768
2011-10-01,-1.835
2011-10-02,-1.966
2011-10-03,0.69
2011-10-04,-3.378
2011-10-05,-3.49
2011-10-06,-4.969
2011-10-07,-4.654
2011-10-08,-1.116
2011-10-09,-0.814
2011-10-10,1.759
2011-10-11,-1.899
2011-10-12,-3.705
2011-10-13,-4.12
2011-10-14,-4.788
2011-10-15,-0.863
2011-10-16,-0.254
2011-10-17,0.435
2011-10-18,0.117
2011-10-19,-0.623
2011-10-20,-6.003
2011-10-21,-8.105
2011-10-22,-5.982
2011-10-23,-2.037
2011-10-24,-4.265
2011-10-25,-6.946
2011-10-26,-5.082
2011-10-27,-5.314
2011-10-28,-6.389
2011-10-29,-8.206
2011-10-30,-8.981
2011-10-31,-9.654
2011-11-01,-8.97
2011-11-02,-9.781
2011-11-03,-6.118
2011-11-04,-8.827
2011-11-05,-8.894
2011-11-06,-5.274
2011-11-07,-6.029
2011-11-08,-6.307
2011-11-09,-9.656
2011-11-10,-9.005
2011-11-11,-6.045
2011-11-12,-3.851
2011-11-13,-6.966
2011-11-14,-7.572
2011-11-15,-3.066
2011-11-16,-7.288
2011-11-17,-10.707
2011-11-18,-9.452
2011-11-19,-12.693
2011-11-20,-11.736
2011-11-21,-13.214
2011-11-22,-12.903
2011-11-23,-16.026
2011-11-24,-21.962
2011-11-25,-21.066
2011-11-26,-16.702
2011-11-27,-16.67
2011-11-28,-20.54
2011-11-29,-15.139
2011-11-30,-12.311
2011-12-01,-13.435
2011-12-02,-13.266
2011-12-03,-14.865
2011-12-04,-10.823
2011-12-05,-13.065
2011-12-06,-17.407
2011-12-07,-17.703
2011-12-08,-17.031
2011-12-09,-14.536
2011-12-10,-22.33
2011-12-11,-23.308
2011-12-12,-20.748
2011-12-13,-22.254
2011-12-14,-18.609
2011-12-15,-12.415
2011-12-16,-12.512
2011-12-17,-21.605
2011-12-18,-24.35
2011-12-19,-25.932
2011-12-20,-29.899
2011-12-21,-23.079
2011-12-22,-23.881
2011-12-23,-27.723
2011-12-24,-29.071
2011-12-25,-24.306
2011-12-26,-24.656
2011-12-27,-28.892
2011-12-28,-31.76
2011-12-29,-18.836
2011-12-30,-19.155
2011-12-31,-25.985
2012-01-01,-24.798
2012-01-02,-16.351
2012-01-03,-11.71
2012-01-04,-22.045
2012-01-05,-19.57
2012-01-06,-17.776
2012-01-07,-20.598
2012-01-08,-30.904
2012-01-09,-28.335
2012-01-10,-22.118
2012-01-11,-30.954
2012-01-12,-34.211
2012-01-13,-26.324
2012-01-14,-25.239
2012-01-15,-24.407
2012-01-16,-28.366
2012-01-17,-31.539
2012-01-18,-31.301
2012-01-19,-25.981
2012-01-20,-28.195
2012-01-21,-22.311
2012-01-22,-27.063
2012-01-23,-30.091
2012-01-24,-25.594
2012-01-25,-18.301
2012-01-26,-22.369
2012-01-27,-25.264
2012-01-28,-21.373
2012-01-29,-15.715
2012-01-30,-14.626
2012-01-31,-20.741
2012-02-01,-22.79
2012-02-02,-23.528
2012-02-03,-25.013
2012-02-04,-25.975
2012-02-05,-27.636
2012-02-06,-25.244
2012-02-07,-25.955
2012-02-08,-25.987
2012-02-09,-31.418
2012-02-10,-32.584
2012-02-11,-31.481
2012-02-12,-31.612
2012-02-13,-22.665
2012-02-14,-22.302
2012-02-15,-23.453
2012-02-16,-22.447
2012-02-17,-15.102
2012-02-18,-17.161
2012-02-19,-18.536
2012-02-20,-21.648
2012-02-21,-23.25
2012-02-22,-25.521
2012-02-23,-25.259
2012-02-24,-22.197
2012-02-25,-19.895
2012-02-26,-19.174
2012-02-27,-21.547
2012-02-28,-28.863
2012-02-29,-31.564
2012-03-01,-30.696
2012-03-02,-23.404
2012-03-03,-29.587
2012-03-04,-34.993
2012-03-05,-33.055
2012-03-06,-28.563
2012-03-07,-22.596
2012-03-08,-21.16
2012-03-09,-22.307
2012-03-10,-25.688
2012-03-11,-22.083
2012-03-12,-19.863
2012-03-13,-21.646
2012-03-14,-22.861
2012-03-15,-9.941
2012-03-16,-3.927
2012-03-17,-14.05
2012-03-18,-13.942
2012-03-19,-15.455
2012-03-20,-20.811
2012-03-21,-18.93
2012-03-22,-7.028
2012-03-23,-13.325
2012-03-24,-22.141
2012-03-25,-22.861
2012-03-26,-25.268
2012-03-27,-22.873
2012-03-28,-19.737
2012-03-29,-16.519
2012-03-30,-13.286
2012-03-31,-13.879
2012-04-01,-16.18
2012-04-02,-10.103
2012-04-03,-3.986
2012-04-04,-4.691
2012-04-05,-6.863
2012-04-06,-6.229
2012-04-07,-5.518
2012-04-08,-6.263
2012-04-09,-2.655
2012-04-10,-7.915
2012-04-11,-10.722
2012-04-12,-14.525
2012-04-13,-9.634
2012-04-14,-12.131
2012-04-15,-17.419
2012-04-16,-15.333
2012-04-17,-19.881
2012-04-18,-19.006
2012-04-19,-18.515
2012-04-20,-12.366
2012-04-21,-14.744
2012-04-22,-14.461
2012-04-23,-11.036
2012-04-24,-8.116
2012-04-25,-3.544
2012-04-26,1.228
2012-04-27,-4.386
2012-04-28,-5.058
2012-04-29,-4.348
2012-04-30,-7.7
2012-05-01,-5.326
2012-05-02,-0.655
2012-05-03,2.567
2012-05-04,2.313
2012-05-05,0.932
2012-05-06,-3.413
2012-05-07,-3.808
2012-05-08,-3.675
2012-05-09,-4.19
2012-05-10,-3.434
2012-05-11,-3.243
2012-05-12,-2.993
2012-05-13,-3.765
2012-05-14,-1.51
2012-05-15,1.899
2012-05-16,3.089
2012-05-17,-0.131
2012-05-18,-0.696
2012-05-19,-1.949
2012-05-20,-4.186
2012-05-21,-1.642
2012-05-22,1.003
2012-05-23,-3.766
2012-05-24,-4.919
2012-05-25,-0.66
2012-05-26,-0.25
2012-05-27,-4.188
2012-05-28,-5.023
2012-05-29,-4.863
2012-05-30,-2.929
2012-05-31,-0.472
2012-06-01,1.186
2012-06-02,4.624
2012-06-03,5.317
2012-06-04,6.337
2012-06-05,8.107
2012-06-06,9.988
2012-06-07,8.1
2012-06-08,7.087
2012-06-09,9.217
2012-06-10,7.243
2012-06-11,7.601
2012-06-12,10.274
2012-06-13,16.707
2012-06-14,6.09
2012-06-15,7.35
2012-06-16,13.568
2012-06-17,16.413
2012-06-18,18.876
2012-06-19,17.806
2012-06-20,15.799
2012-06-21,9.665
2012-06-22,12.81
2012-06-23,12.676
2012-06-24,9.991
2012-06-25,11.189
2012-06-26,14.619
2012-06-27,13.491
2012-06-28,9.141
2012-06-29,7.545
2012-06-30,7.712
2012-07-01,6.648
2012-07-02,12.828
2012-07-03,13.6
2012-07-04,12.048
2012-07-05,10.656
2012-07-06,10.991
2012-07-07,11.447
2012-07-08,8.879
2012-07-09,7.444
2012-07-10,8.172
2012-07-11,7.561
2012-07-12,8.443
2012-07-13,9.235
2012-07-14,11.305
2012-07-15,12.527
2012-07-16,9.561
2012-07-17,4.661
2012-07-18,5.485
2012-07-19,6.691
2012-07-20,11.558
2012-07-21,12.97
2012-07-22,15.107
2012-07-23,15.401
2012-07-24,9.573
2012-07-25,9.099
2012-07-26,9.53
2012-07-27,9.084
2012-07-28,10.698
2012-07-29,12.463
2012-07-30,10.04
2012-07-31,11.642
2012-08-01,11.551
2012-08-02,11.767
2012-08-03,6.515
2012-08-04,6.23
2012-08-05,7.79
2012-08-06,10.588
2012-08-07,7.608
2012-08-08,9.149
2012-08-09,6.525
2012-08-10,8.7
2012-08-11,11.308
2012-08-12,13.03
2012-08-13,16.205
2012-08-14,16.265
2012-08-15,14.07
2012-08-16,15.553
2012-08-17,15.413
2012-08-18,13.814
2012-08-19,13.854
2012-08-20,13.787
2012-08-21,11.486
2012-08-22,8.438
2012-08-23,8.672
2012-08-24,9.414
2012-08-25,10.396
2012-08-26,9.465
2012-08-27,9.221
2012-08-28,9.947
2012-08-29,8.57
2012-08-30,5.832
2012-08-31,3.96
2012-09-01,3.904
2012-09-02,5.057
2012-09-03,5.393
2012-09-04,3.824
2012-09-05,5.252
2012-09-06,10.261
2012-09-07,10.316
2012-09-08,8.95
2012-09-09,7.822
2012-09-10,6.374
2012-09-11,2.381
2012-09-12,3.545
2012-09-13,9.278
2012-09-14,0.825
2012-09-15,1.716
2012-09-16,1.837
2012-09-17,5.01
2012-09-18,4.176
2012-09-19,3.968
2012-09-20,2.296
2012-09-21,4.567
2012-09-22,8.841
2012-09-23,7.092
2012-09-24,5.968
2012-09-25,4.998
2012-09-26,4.336
2012-09-27,1.746
2012-09-28,1.566
2012-09-29,3.487
2012-09-30,5.483
2012-10-01,7.534
2012-10-02,6.757
2012-10-03,5.086
2012-10-04,-0.393
2012-10-05,-2.136
2012-10-06,-2.015
2012-10-07,0.572
2012-10-08,-1.225
2012-10-09,-1.61
2012-10-10,-1.687
2012-10-11,0.691
2012-10-12,-0.413
2012-10-13,-1.697
2012-10-14,-3.928
2012-10-15,-6.8
2012-10-16,-10.717
2012-10-17,-4.693
2012-10-18,-3.788
2012-10-19,-8.047
2012-10-20,-7.661
2012-10-21,-2.619
2012-10-22,-1.695
2012-10-23,-1.523
2012-10-24,-2.565
2012-10-25,-6.259
2012-10-26,-8.22
2012-10-27,-0.088
2012-10-28,-0.946
2012-10-29,-1.673
2012-10-30,-1.842
2012-10-31,-3.555
2012-11-01,-3.545
2012-11-02,-1.834
2012-11-03,-0.231
2012-11-04,-4.812
2012-11-05,-7.153
2012-11-06,-11.292
2012-11-07,-11.667
2012-11-08,-12.624
2012-11-09,-13.812
2012-11-10,-8.87
2012-11-11,-7.32
2012-11-12,-10.739
2012-11-13,-3.373
2012-11-14,-9.877
2012-11-15,-11.771
2012-11-16,-8.513
2012-11-17,-11.471
2012-11-18,-11.156
2012-11-19,-11.013
2012-11-20,-14.48
2012-11-21,-10.536
2012-11-22,-5.475
2012-11-23,-9.328
2012-11-24,-11.234
2012-11-25,-5.875
2012-11-26,-5.453
2012-11-27,-13.929
2012-11-28,-17.92
2012-11-29,-17.524
2012-11-30,-13.948
2012-12-01,-14.149
2012-12-02,-16.531
2012-12-03,-19.665
2012-12-04,-21.274
2012-12-05,-13.157
2012-12-06,-16.932
2012-12-07,-15.523
2012-12-08,-13.341
2012-12-09,-16.827
2012-12-10,-19.316
2012-12-11,-20.754
2012-12-12,-23.196
2012-12-13,-20.449
2012-12-14,-23.118
2012-12-15,-26.189
2012-12-16,-25.943
2012-12-17,-25.598
2012-12-18,-18.659
2012-12-19,-12.279
2012-12-20,-13.035
2012-12-21,-11.145
2012-12-22,-8.131
2012-12-23,-6.843
2012-12-24,-3.175
2012-12-25,-7.399
2012-12-26,-13.826
2012-12-27,-17.423
2012-12-28,-23.641
2012-12-29,-23.848
2012-12-30,-21.176
2012-12-31,-20.186
2013-01-01,-16.082
2013-01-02,-15.092
2013-01-03,-20.944
2013-01-04,-26.581
2013-01-05,-25.021
2013-01-06,-26.892
2013-01-07,-20.676
2013-01-08,-29.518
2013-01-09,-28.327
2013-01-10,-20.807
2013-01-11,-28.16
2013-01-12,-22.174
2013-01-13,-15.979
2013-01-14,-15.003
2013-01-15,-18.469
2013-01-16,-28.531
2013-01-17,-23.949
2013-01-18,-36.418
2013-01-19,-37.307
2013-01-20,-29.983
2013-01-21,-24.725
2013-01-22,-25.024
2013-01-23,-17.756
2013-01-24,-13.459
2013-01-25,-17.15
2013-01-26,-19.334
2013-01-27,-23.704
2013-01-28,-25.461
2013-01-29,-25.92
2013-01-30,-22.054
2013-01-31,-20.438
2013-02-01,-16.377
2013-02-02,-26.232
2013-02-03,-31.833
2013-02-04,-28.236
2013-02-05,-15.161
2013-02-06,-24.001
2013-02-07,-30.172
2013-02-08,-30.39
2013-02-09,-26.72
2013-02-10,-22.159
2013-02-11,-24.541
2013-02-12,-27.441
2013-02-13,-23.853
2013-02-14,-15.989
2013-02-15,-17.649
2013-02-16,-21.36
2013-02-17,-13.036
2013-02-18,-9.949
2013-02-19,-12.214
2013-02-20,-17.852
2013-02-21,-20.557
2013-02-22,-24.513
2013-02-23,-20.726
2013-02-24,-20.688
2013-02-25,-21.655
2013-02-26,-17.352
2013-02-27,-10.928
2013-02-28,-15.553
2013-03-01,-18.633
2013-03-02,-21.908
2013-03-03,-13.899
2013-03-04,-8.525
2013-03-05,-8.237
2013-03-06,-8.392
2013-03-07,-8.065
2013-03-08,-5.16
2013-03-09,-7.098
2013-03-10,-7.485
2013-03-11,-6.98
2013-03-12,-18.128
2013-03-13,-15.045
2013-03-14,-8.475
2013-03-15,-5.996
2013-03-16,-14.073
2013-03-17,-20.777
2013-03-18,-21.115
2013-03-19,-16.25
2013-03-20,-6.268
2013-03-21,-4.05
2013-03-22,-4.799
2013-03-23,-4.058
2013-03-24,-6.818
2013-03-25,-9.697
2013-03-26,-8.162
2013-03-27,-6.016
2013-03-28,-11.323
2013-03-29,-15.498
2013-03-30,-17.335
2013-03-31,-11.132
2013-04-01,-5.44
2013-04-02,-5.162
2013-04-03,-4.244
2013-04-04,-9.274
2013-04-05,-9.022
2013-04-06,-13.387
2013-04-07,-18.518
2013-04-08,-13.837
2013-04-09,-11.784
2013-04-10,-13.931
2013-04-11,-9.411
2013-04-12,-8.936
